iter	Logloss
188	0.01737637445
189	0.01726721413
190	0.0171562098
191	0.01704897545
192	0.01694269665
193	0.01683714241
194	0.0167324692
195	0.01662859321
196	0.01652840525
197	0.01642613485
198	0.01632738858
199	0.0162296053
200	0.01613285765
201	0.01603892073
202	0.015943937
203	0.01585152
204	0.01575758122
205	0.01566724852
206	0.01556920353
207	0.01546290703
208	0.0153669659
209	0.0152787976
210	0.01519439276
211	0.01510742679
212	0.01502381917
213	0.01494069863
214	0.01485806424
215	0.01477606222
216	0.01469471212
217	0.01461631805
218	0.01453576609
219	0.01445849985
220	0.01438171044
221	0.01430268027
222	0.01422669925
223	0.01415135898
224	0.01407641359
225	0.0140047539
226	0.01393069886
227	0.01385711972
228	0.01378698274
229	0.01371629629
230	0.01364471763
231	0.01357538812
232	0.0135064628
233	0.01343809627
234	0.01337060146
235	0.01330272108
236	0.01323540043
237	0.0131713571
238	0.0131051559
239	0.01304231398
240	0.01297643315
241	0.01291407738
242	0.01285180449
243	0.01279000752
244	0.01272620913
245	0.01266537607
246	0.01260478143
247	0.01254675724
248	0.01248656679
249	0.01242773235
250	0.01236794516
251	0.01231160015
252	0.01225277595
253	0.01219754945
254	0.01213944051
255	0.01208422333
256	0.01203019917
257	0.01197513752
258	0.01191839576
259	0.01186453551
260	0.01181140076
261	0.01175833866
262	0.0117080044
263	0.01165542938
264	0.01160341315
265	0.01155107561
266	0.01150226407
267	0.01145056821
268	0.01140263677
269	0.01135134511
270	0.01130349655
271	0.01125308592
272	0.01120563969
273	0.01115835086
274	0.01110882033
275	0.01106217317
276	0.01101584546
277	0.01096968539
278	0.01092383452
279	0.01087838877
280	0.0108327046
281	0.01078718528
282	0.01074526366
283	0.01070046052
284	0.01065605972
285	0.01061181538
286	0.01057046279
287	0.01052653976
288	0.01048590243
289	0.01044238172
290	0.0104017444
291	0.01035910565
292	0.01031878963
293	0.01027647126
294	0.01023647562
295	0.01019744389
296	0.01015792601
297	0.01011616737
298	0.0100775389
299	0.01003922243
300	0.010000512
301	0.009962359443
302	0.009923970327
303	0.009886295535
304	0.009848942049
305	0.009811194614
306	0.009776649997
307	0.009739616886
308	0.009702429175
309	0.00966556184
310	0.00963149406
311	0.009595103562
312	0.009558796883
313	0.009525371715
314	0.009489944205
315	0.009456519037
316	0.009421091527
317	0.00938815251
318	0.009352963418
319	0.009320501238
320	0.009285634384
321	0.009253410622
322	0.009221590124
323	0.00918751955
324	0.009155223146
325	0.009123880416
326	0.009092776105
327	0.009061276913
328	0.009030336514
329	0.008996909484
330	0.008965896443
331	0.008935433812
332	0.008904815651
333	0.008874434978
334	0.008844376542
335	0.008814318106
336	0.008784497157
337	0.008757559583
338	0.008727509528
339	0.008698726073
340	0.008668905124
341	0.008639570326
342	0.008610153571
343	0.008584022522
344	0.008555404842
345	0.008526546881
346	0.00850065425
347	0.00847164169
348	0.008443581872
349	0.008417772129
350	0.008389713243
351	0.008364463225
352	0.008336724713
353	0.008311318234
354	0.008283818141
355	0.008258972317
356	0.00823155418
357	0.008207102306
358	0.00817929022
359	0.008155159652
360	0.008130551316
361	0.00810385868
362	0.008079406805
363	0.008055441082
364	0.008028985932
365	0.008005259559
366	0.007981603965
367	0.007958197966
368	0.007931982167
369	0.007908336818
370	0.007884765975
371	0.007861763239
372	0.007838833146
373	0.007815582678
374	0.007789718919
375	0.007756992709
376	0.007726837415
377	0.007704705931
378	0.007681620307
379	0.007659094408
380	0.007637045346
381	0.007614684291
382	0.007594802417
383	0.007572514936
384	0.00755063165
385	0.007528426591
386	0.00750669837
387	0.007484732196
388	0.007462847978
389	0.007441047113
390	0.007422284223
391	0.007400482893
392	0.007379075978
393	0.007357513532
394	0.007335867733
395	0.007317591459
396	0.007296028547
397	0.00727502536
398	0.00725642778
399	0.007235186175
